Pearson r,Semipartial r,Pearson p,Semipartial p
-0.7958654918505059,-0.7088809447084661,1.0984246942275476e-08,1.8800620041621744e-06
-0.7896680644468905,-0.6981662455530351,1.7116778006759742e-08,3.1191963202334956e-06
-0.7927053244620705,-0.7150082135498887,1.3797973771197851e-08,1.3932371532294136e-06
-0.7738116400594585,-0.7341693367140214,4.99483319456484e-08,5.182362649555324e-07
-0.7815833069197671,-0.726965981313056,2.987744979750005e-08,7.588625180691036e-07
-0.7933334388199418,-0.6915538580805585,1.319060543276984e-08,4.2177248530780995e-06
-0.7930174147922098,-0.71551171277299,1.3493032738168907e-08,1.3588828345656696e-06
-0.7878587634581711,-0.7127268066196917,1.9429572717480464e-08,1.5590896986646207e-06
-0.7902305133479948,-0.7025459417669324,1.6451400012408524e-08,2.5428648658353627e-06
-0.7854283210906174,-0.7155808935223626,2.299179183686888e-08,1.3542236462731979e-06
-0.7857449531092404,-0.7129651764545504,2.2495797183036074e-08,1.5409522925311084e-06
-0.7849036600961863,-0.7259262012552101,2.383594248896546e-08,8.01025023320097e-07
-0.7937570145379753,-0.7089229803534436,1.2795075680813594e-08,1.8762491534599146e-06
-0.7901621905018739,-0.6864035177063654,1.6530930950204755e-08,5.306351370049172e-06
-0.7877945871134838,-0.7264107465325542,1.9516675835481758e-08,7.811167658051111e-07
-0.7897804164828413,-0.7262111747373227,1.6981910638627274e-08,7.892608599787676e-07
-0.7814397256342909,-0.7308218370011472,3.0168101552466134e-08,6.196548439912511e-07
-0.79496201379999,-0.7183979646148241,1.172901543342104e-08,1.1764708635358798e-06
-0.784376161619061,-0.727214373645723,2.471343285656082e-08,7.490962703830636e-07
-0.7687650937513424,-0.7357348269171764,6.899497002999337e-08,4.762467563512591e-07
-0.7963571450563101,-0.7009665233559947,1.0597574515162509e-08,2.7384089601447048e-06
-0.801707061720537,-0.6362756843591406,7.1298257832427095e-09,3.984818829184252e-05
-0.7964953019796823,-0.6979300157156055,1.049120543057547e-08,3.1534339299263405e-06
-0.7794763770230848,-0.7199350420117825,3.441344473857642e-08,1.0887562736984703e-06
-0.8007121944350211,-0.6672069248473083,7.682062822002089e-09,1.200857219250726e-05
-0.7742914041947022,-0.7382762216297641,4.841699275888157e-08,4.1468140771474014e-07
-0.7949502684793918,-0.7096646570522716,1.1738997759028318e-08,1.8101280653115752e-06
-0.7867771091145592,-0.710153075999274,2.0946736165689886e-08,1.7677566856599925e-06
-0.7839687589878539,-0.7305936415130809,2.5411455368247764e-08,6.271910788072743e-07
-0.7928876554625574,-0.7094778988076555,1.3619054993027331e-08,1.8265738032378195e-06
-0.7966175117507255,-0.6783772916457123,1.0397937992386428e-08,7.520845323260882e-06
-0.8016256744508568,-0.646354734238968,7.173584124451964e-09,2.7353785895039323e-05
-0.7902486990199407,-0.7268448913255956,1.6430290709777424e-08,7.636657238039151e-07
-0.7917136780975911,-0.7115566784278733,1.4809691358769817e-08,1.6509908880559562e-06
-0.7862089293860934,-0.7248229164452953,2.1786820245596343e-08,8.481026401284068e-07
-0.7852774953823584,-0.7262557917492276,2.323158959597731e-08,7.874334082614549e-07
-0.7834669487225198,-0.7242454268188365,2.6296243658322885e-08,8.737431497924023e-07
-0.7675233677393052,-0.7370785061796687,7.461088958847262e-08,4.427226052636929e-07
-0.7646350201142088,-0.7377798664580062,8.934205133898045e-08,4.2609808513845317e-07
-0.7949696460509309,-0.6934416393831775,1.1722533004887792e-08,3.872746307197739e-06
-0.7821850048072776,-0.734652198991301,2.8687324265545257e-08,5.049360812557956e-07
-0.7852553900294101,-0.7290074090470364,2.3266928314568974e-08,6.819454968053596e-07
-0.7808819643061584,-0.7298737502366962,3.132211884901725e-08,6.515202657041571e-07
-0.7923238178754319,-0.7096730291314909,1.4179390385329568e-08,1.80939401098081e-06
-0.7743408685951593,-0.7359520144339892,4.8261597154399726e-08,4.706747719806782e-07
-0.7751233051932918,-0.7381676786995824,4.5863917016019626e-08,4.1715373267465564e-07
-0.7873065107099997,-0.7121400544841765,2.019101393795238e-08,1.6045707916806622e-06
-0.7764525544783809,-0.7269395967880999,4.204098250660015e-08,7.599067307988749e-07
-0.7799140668868773,-0.7176705594342259,3.342189614583654e-08,1.2201967475493715e-06
-0.789431978097299,-0.7250817964996712,1.740340658834671e-08,8.368338707772989e-07
-0.7934476299413714,-0.7018375313076247,1.3082877190489834e-08,2.6289361813343415e-06
-0.7919410603187012,-0.7168762221474206,1.4571829675087036e-08,1.2696424997347998e-06
-0.7900470940735562,-0.710460357806078,1.6665712241541688e-08,1.7415664177524554e-06
-0.7890979735125104,-0.7174274014245362,1.781649600078794e-08,1.2351421751533314e-06
-0.7926363121317972,-0.7215917407093604,1.386625945951264e-08,1.0009556382589378e-06
-0.7899917430657962,-0.7209435328079051,1.673089080058468e-08,1.0345055672840482e-06
-0.7869301279505878,-0.7284942257410123,2.072566022491384e-08,7.005772166173342e-07
-0.7832599432159342,-0.7175890884574438,2.6669452494847928e-08,1.2251857156751125e-06
-0.7953499743642273,-0.7144293891727129,1.140366547136243e-08,1.4337123924233123e-06
-0.7978473577940088,-0.6643899489598211,9.501095920030434e-09,1.347124282793492e-05
-0.7863431793628037,-0.7206157877476673,2.1585563643839777e-08,1.0518583157561068e-06
-0.7810684825337352,-0.722728111452885,3.09317516305764e-08,9.445355887017864e-07
-0.7839315326934864,-0.7302352958902854,2.547613626501434e-08,6.391954279466284e-07
-0.7729714358549871,-0.7356851834822764,5.2738211970867195e-08,4.775288407991771e-07
-0.7901883314372321,-0.7115928031496044,1.650045983427285e-08,1.648081082553058e-06
-0.7714951232050958,-0.7351274713761047,5.799094603462667e-08,4.92151618415361e-07
-0.7997449547098481,-0.6382064109108092,8.25665702488358e-09,3.711593276734691e-05
-0.7825348102055436,-0.7286540092067469,2.801570429591071e-08,6.947266378365249e-07
-0.7804929188266817,-0.7205790001842398,3.215103571298547e-08,1.053822621347248e-06
-0.7978088151664466,-0.6908372669648339,9.52808065060591e-09,4.3558561374414944e-06
-0.7742518377221443,-0.7349904610835525,4.854162546422242e-08,4.958062625225278e-07
-0.8004628454251592,-0.6749804281195907,7.82654086366549e-09,8.689181558929428e-06
-0.7899134421862624,-0.6922494271184041,1.682349629079334e-08,4.0874799656710215e-06
-0.7972731875970811,-0.7160537472059338,9.910498901296893e-09,1.3227674723722022e-06
-0.7723357755046656,-0.7250188692751554,5.494363222225228e-08,8.395603247766557e-07
-0.7826894298144929,-0.7304198393095725,2.772348938624014e-08,6.329872674570126e-07
-0.7658601363419445,-0.7358354830357196,8.279404060911932e-08,4.7365691965509344e-07
-0.7889491963137123,-0.7155470720875416,1.8003400582353188e-08,1.356499623314111e-06
-0.8002852931542186,-0.6621655979640206,7.930945924052817e-09,1.4738560471911912e-05
-0.7805706311953686,-0.7183442044474253,3.1983857631045496e-08,1.179652702672163e-06
-0.7763331130981183,-0.7293358343166596,4.2372072781458343e-08,6.702613156949983e-07
-0.7871355804128606,-0.7291411900152541,2.043221879114609e-08,6.771636871883688e-07
-0.7751827738052304,-0.7355774009293208,4.568625312393707e-08,4.80323333112619e-07
-0.797990804130555,-0.704448498395079,9.401285026963518e-09,2.324293482418794e-06
-0.7804823437576461,-0.7286794612367885,3.217384748275418e-08,6.937988433980599e-07
-0.7783973005818077,-0.7334574377065792,3.697512140964152e-08,5.384324223811459e-07
-0.7958199824093605,-0.6850960207597643,1.102069066283758e-08,5.620733584237686e-06
-0.7874058084843254,-0.7129325756141071,2.00521024401901e-08,1.5434214164073683e-06
-0.7885612009696463,-0.7114589459463658,1.849938375140293e-08,1.6588867087926701e-06
-0.7799713011396568,-0.7217663315736613,3.3294204641155064e-08,9.92091209564112e-07
-0.8004603288343676,-0.6995818064338097,7.828011755780451e-09,2.921048077489899e-06
-0.7908430472440714,-0.6964822521987114,1.5754011260050762e-08,3.3708698758197685e-06
-0.7926688614907247,-0.6951661941909,1.3834013996023959e-08,3.580313178021864e-06
-0.7921915267072153,-0.7107087295661629,1.431390946425989e-08,1.7206571541298598e-06
-0.7961538891262375,-0.6949772062872681,1.0755877951769727e-08,3.6113460827988306e-06
-0.7752341764883393,-0.7325132437497859,4.553319814594782e-08,5.66333363874402e-07
-0.7958911695945626,-0.7097854595328468,1.0963733541109097e-08,1.7995625907438496e-06
-0.7908745151323112,-0.7256873797900307,1.571893282479987e-08,8.11007547272906e-07
-0.8016624732891153,-0.6851025736608876,7.153768334302245e-09,5.6191165190980725e-06
-0.7818287098949677,-0.7271124350921424,2.9386657844298467e-08,7.530902426705402e-07
-0.7981426281407292,-0.6992055863884723,9.296701770377999e-09,2.9725568089502415e-06
-0.7833402822346907,-0.7285067815583415,2.6524032954551994e-08,7.001158461737129e-07
-0.7843522541556327,-0.706578966878592,2.4753900546556717e-08,2.1000151559428127e-06
-0.8001127682027709,-0.6959836802685881,8.03362748482787e-09,3.4488614217216304e-06
-0.7698006764798169,-0.7345218346866401,6.461221110568827e-08,5.084956693832134e-07
-0.7961912365932329,-0.7012966828442615,1.07266273663709e-08,2.6964319002761486e-06
-0.7904925939403639,-0.7223268326774354,1.6149593844215866e-08,9.641170322231493e-07
-0.7920033385498109,-0.7196374235995926,1.4507299926621427e-08,1.1052573150469969e-06
-0.7905600959108501,-0.709232961624265,1.607269299202687e-08,1.8483499081150283e-06
-0.7890592325482426,-0.7249968044966371,1.786499177501446e-08,8.405182542930344e-07
-0.768034350363116,-0.7363830792422732,7.225074691101853e-08,4.5979260858992684e-07
-0.7754778825393621,-0.7306842791990462,4.481396315558039e-08,6.241877282961556e-07
-0.7762682513406276,-0.7276316451506624,4.25528751421135e-08,7.329491516153218e-07
-0.7721251885791938,-0.7355766090015361,5.569281257754909e-08,4.803439209709392e-07
-0.7864725794458055,-0.7188181689290449,2.139320405666253e-08,1.151870266289928e-06
-0.7868544302763848,-0.7123612768659278,2.083475463058802e-08,1.5872824235269651e-06
-0.7722585978360719,-0.7328509886271259,5.521711253451588e-08,5.562041028263636e-07
-0.8016117765729391,-0.6441213786806039,7.181081187473197e-09,2.976662925101401e-05
-0.7946882266680155,-0.7165595020236524,1.1963759211404048e-08,1.2898641842004612e-06
-0.7892897146451696,-0.713137095303817,1.7578260827414877e-08,1.527991192164226e-06
-0.7835105276454996,-0.7163606482783346,2.621829252940303e-08,1.3027107014099254e-06
-0.7707069401604363,-0.7318713157110583,6.098887521686909e-08,5.860533877035148e-07
-0.7693338436091015,-0.7331067863582352,6.655513453379032e-08,5.486434511030152e-07
-0.7949377345100712,-0.6921784824700676,1.174965901790401e-08,4.100594179633908e-06
-0.7997831428990304,-0.6912315728922561,8.233237405596252e-09,4.279346793999213e-06
-0.7879317874444534,-0.7172494926424164,1.933089801529044e-08,1.2461831321566721e-06
-0.7939847678305623,-0.7065788944979806,1.2586962887260805e-08,2.1000224271017066e-06
-0.7834202952958532,-0.7306121472112358,2.6379931382601553e-08,6.265768030800776e-07
-0.778576190105869,-0.7214058543089124,3.65386309448543e-08,1.0104732974504038e-06
-0.8008679217737743,-0.6787949644701451,7.59308686702394e-09,7.3875313198406774e-06
-0.7969150182398281,-0.6868438670081253,1.0174083903175175e-08,5.204135725901505e-06
-0.7699736892940239,-0.7358452716093445,6.39055250984977e-08,4.7340575514163863e-07
-0.7930682593464187,-0.7003292524099485,1.3443947089641643e-08,2.8211256099831948e-06
-0.779324402075446,-0.7323286116759071,3.476403223596971e-08,5.719419342566339e-07
-0.7751444196346104,-0.7344784221066359,4.5800764280817904e-08,5.096861496436801e-07
-0.79311250559822,-0.7093434476554088,1.3401365843262082e-08,1.8384979309453273e-06
-0.7958884047644901,-0.7076485185536624,1.0965940602034138e-08,1.9950493962321404e-06
-0.7742341723100451,-0.7361369770355118,4.859736625616567e-08,4.6597678124829703e-07
-0.7879317255023186,-0.7196303086942757,1.9330981518956963e-08,1.1056545801875564e-06
-0.7881867427310651,-0.7139617051389464,1.8990004079964385e-08,1.467199085244936e-06
-0.7828571924949279,-0.7198477808209109,2.7409620072370386e-08,1.0935708087084672e-06
-0.7850278131185597,-0.7310197400689276,2.3633641611767806e-08,6.131863936839239e-07
-0.7842254119487482,-0.7186579492376968,2.4969629261473954e-08,1.161194099376446e-06
-0.7994603063099439,-0.6836566292398534,8.433173960764239e-09,5.986391427552312e-06
-0.7732017956033967,-0.7355572215816257,5.195934527327894e-08,4.808481912153454e-07
-0.7955357613313327,-0.681861712131117,1.1250834417898502e-08,6.472692605513896e-06
-0.7991911724708547,-0.6652048583113648,8.603273871709469e-09,1.3032310843359036e-05
-0.7971855544810192,-0.6833864349938678,9.974400081343387e-09,6.057399784208531e-06
-0.7859857859299743,-0.713314037860375,2.2125176911119153e-08,1.5147556143270892e-06
-0.799605996568418,-0.6926369888607447,8.342396708756145e-09,4.016511796817302e-06
-0.7999659134963995,-0.6057782898440989,8.121998251265868e-09,0.00011514830733723513
-0.7901315733272403,-0.6911607184035098,1.6566685889274557e-08,4.293004056771584e-06
-0.7727918664674417,-0.7311781143113559,5.335280426192963e-08,6.080546318275379e-07
-0.7974495964071333,-0.6943707031284287,9.783009845027134e-09,3.7126033016278177e-06
-0.8016245389550103,-0.6818001438393082,7.174196383925015e-09,6.4899943228412215e-06
-0.7816164140400229,-0.720493251782794,2.981079879831367e-08,1.0584142897564088e-06
-0.7763697699262426,-0.7342891770288699,4.22702054737053e-08,5.149056611694276e-07
-0.7685719015814416,-0.727009853810337,6.984231045955513e-08,7.571291015237586e-07
-0.7875167912761526,-0.7199077123646358,1.989788934129824e-08,1.0902620626444034e-06
-0.7910744150461728,-0.7126909970409891,1.5497777040001398e-08,1.5618312438406905e-06
-0.7898670810262106,-0.7140303682294499,1.6878550049016752e-08,1.4622383067779574e-06
-0.7976524984672708,-0.7095662451806688,9.638250397453742e-09,1.8187771524508733e-06
-0.7887894872319845,-0.7150903995799652,1.8206053383877345e-08,1.3875757544688272e-06
-0.80051698262601,-0.6790759179901462,7.794960694065037e-09,7.29907018397214e-06
-0.7907806877037895,-0.7152874342735729,1.5823739581118047e-08,1.3740886548239397e-06
-0.7828548910833972,-0.7169861309070144,2.7413903526610173e-08,1.2626932725978968e-06
-0.7797758903002059,-0.722058825955135,3.3732037780868685e-08,9.774015784798617e-07
-0.780006714796736,-0.709048649940949,3.321542125803035e-08,1.86489241378841e-06
-0.7753222220527409,-0.7383987158005249,4.527213499384839e-08,4.119074762304894e-07
-0.7747203314264275,-0.718129801228663,4.7084703226556315e-08,1.1924208891879427e-06
-0.7929776729571524,-0.689465973937692,1.3531515031846393e-08,4.63175485585501e-06
-0.7802183839868759,-0.7190382870236083,3.2748105478434126e-08,1.1391725103623322e-06
-0.7836165802882771,-0.7046285483435903,2.6029483005020536e-08,2.3045251271119616e-06
-0.7969716629662625,-0.7000154977615103,1.0131970797236401e-08,2.862683338752469e-06
-0.7731824798021687,-0.7327692047056746,5.202424392279304e-08,5.586415000721719e-07
-0.7954189602261096,-0.6899763422719988,1.1346694078242335e-08,4.52726121486944e-06
-0.7851332370462161,-0.7306512203960149,2.3463104897589154e-08,6.252816255401611e-07
-0.7904023106852236,-0.7258684315610777,1.625297951339136e-08,8.034293603859726e-07
-0.7864532261587562,-0.7202167115656842,2.1421872618666545e-08,1.0733476777792246e-06
-0.7752205893343305,-0.7355741339342543,4.557360876342414e-08,4.804082708668913e-07
-0.781280761078597,-0.7301245874700498,3.049293680136998e-08,6.429464867614377e-07
-0.7649319154575855,-0.7382981792729779,8.771281443787493e-08,4.141829092231045e-07
-0.7944573699999866,-0.6938108977599876,1.2165061527260705e-08,3.808357147500352e-06
-0.7908598906784468,-0.6943555533940498,1.5735226265269997e-08,3.715165437385403e-06
-0.8003283349503929,-0.6981856374617851,7.9055186730462e-09,3.1164009177947598e-06
-0.7883873068236555,-0.7059535739235188,1.872574723350306e-08,2.1637067765337105e-06
-0.7929990992952347,-0.7077952247499559,1.3510755176658267e-08,1.9810320705155375e-06
-0.7984809452264116,-0.686199547469173,9.067511806138132e-09,5.354315173142545e-06
-0.7859762755530136,-0.7100190672600466,2.2139704929026408e-08,1.7792909634629916e-06
-0.7796636201498301,-0.7221242284911564,3.398598512907385e-08,9.741443258797222e-07
-0.7958855551117336,-0.682475037950611,1.0968215803608829e-08,6.3026177503973785e-06
-0.7800694859832566,-0.7348180570775775,3.307619928375848e-08,5.004404015677191e-07
-0.7824099185595168,-0.7283720064589685,2.8253809625502446e-08,7.050828227938045e-07
-0.7879063389576189,-0.7059289909171149,1.936523297152162e-08,2.1662460739673098e-06
-0.7701320295628435,-0.7307365760652436,6.326502220848398e-08,6.224608394895265e-07
-0.7828701590047524,-0.7012583259222608,2.738549797233609e-08,2.7012782983884613e-06
-0.7784020280410215,-0.7260788626396804,3.6963524778798746e-08,7.947030719975891e-07
-0.7927906129803437,-0.6939870913077268,1.3714012682326777e-08,3.7779792001648792e-06
-0.8012412632264477,-0.6066249470807387,7.383643273685135e-09,0.00011196944362212617
-0.775054779696263,-0.7269739313385957,4.606942875991822e-08,7.585481402661921e-07
-0.7879140143353566,-0.703724539072735,1.9354871466270583e-08,2.405354435233736e-06
-0.7843854644031271,-0.7182130241915787,2.4697702735004732e-08,1.18744982246136e-06
-0.762773880899356,-0.7403786493595368,1.0020710290256204e-07,3.693705142212018e-07
-0.777037080501126,-0.7269470734023342,4.045483159598226e-08,7.596106972912307e-07
-0.7920741465327682,-0.7235526002885941,1.4434252930169026e-08,9.054414527656401e-07
-0.801497505999564,-0.6511759034550549,7.242998606279644e-09,2.2738130799031696e-05
-0.7873163028082026,-0.7230745976419544,2.0177275992361997e-08,9.279218518862059e-07
-0.7834807930904504,-0.7222807949116103,2.6271456596740568e-08,9.663871937463737e-07
-0.7660534872520491,-0.7372252868917937,8.180198736235938e-08,4.3919493274070464e-07
-0.7727510434469718,-0.7225223680151898,5.3493443026509934e-08,9.545293737881219e-07
-0.7682497260907897,-0.7335834025687489,7.127673604299662e-08,5.348070938213199e-07
-0.7902152220177943,-0.7239554664213332,1.6469169053803322e-08,8.868835741157927e-07
-0.7855783041464712,-0.7171610057685862,2.275560238405706e-08,1.251708186956719e-06
-0.7944801765526446,-0.7074854708362064,1.2145036193561205e-08,2.0107344909433084e-06
-0.7771682907766098,-0.7297498496788994,4.010645787277959e-08,6.557938511846308e-07
-0.7943142521243318,-0.7174637394244407,1.2291424805542637e-08,1.2328980990809273e-06
-0.8018106384501564,-0.6799813038767978,7.074494237875884e-09,7.02052226426775e-06
-0.7895236806576222,-0.7028943306051756,1.7291549380386415e-08,2.5014876570324428e-06
-0.7696316339934178,-0.7323265272190368,6.530963169879635e-08,5.720055437683481e-07
-0.7949782346923409,-0.6970384257111544,1.1715242229791405e-08,3.2857702851400324e-06
-0.7820187951992117,-0.7219300844844883,2.901162502834913e-08,9.838424878384282e-07
-0.7773098622431653,-0.7190197982150115,3.973368031021015e-08,1.1402341041441103e-06
-0.7759943872645315,-0.7332125344322974,4.3324146895883413e-08,5.455454881724571e-07
-0.7822334397784976,-0.7228853872691137,2.8593451784976086e-08,9.369608420333268e-07
-0.787228812913849,-0.7163828089544677,2.0300327679150856e-08,1.3012732805572628e-06
-0.7760518789619535,-0.7309954268958258,4.3161173993633946e-08,6.139777165183758e-07
-0.7671657602849065,-0.7378603720492988,7.630466087210028e-08,4.2422697838867163e-07
-0.7787347310483643,-0.726171565819298,3.615577060445109e-08,7.908864446406236e-07
-0.7758259920638904,-0.731828238336779,4.3804772633947636e-08,5.873990206695267e-07
-0.7850719489625916,-0.7297496358285489,2.356210741456349e-08,6.558012495018252e-07
-0.7887680023038417,-0.7209020937748162,1.8233475575310533e-08,1.0366850121419352e-06
-0.7933099914609477,-0.6854837364163633,1.3212826953094171e-08,5.5257830977229355e-06
-0.791714610489682,-0.7072355939983656,1.4808708711230416e-08,2.034991458066747e-06
-0.7675926099856153,-0.7284105159261998,7.428696239109176e-08,7.036603141854161e-07
-0.7885662893999447,-0.7264458785037552,1.8492798211169288e-08,7.796911079152465e-07
-0.7829340510345159,-0.7195324208644711,2.7266923122287742e-08,1.1111335042452777e-06
-0.7872148903429704,-0.7068569806843925,2.031997312937552e-08,2.0722558907453046e-06
-0.7925016131756053,-0.7078333882306986,1.4000440746074074e-08,1.9774004608069203e-06
-0.7981054589875496,-0.6957372362912659,9.322205635500365e-09,3.4880179235086914e-06
-0.7650344985130819,-0.7339632070241422,8.715627562185064e-08,5.240113173426719e-07
-0.7968419763731184,-0.6923728362054646,1.022862654716333e-08,4.064758783784326e-06
-0.7829906195487122,-0.7226226808597587,2.7162335522977527e-08,9.49644733200303e-07
-0.7968758714918667,-0.7037907111118018,1.0203282470184365e-08,2.3978393403107625e-06
-0.7643034603992164,-0.7380524173361066,9.11944387409962e-08,4.197938995404168e-07
-0.7917604541441106,-0.710886763082659,1.4760468353094503e-08,1.705810946464503e-06
-0.7857416430132884,-0.7219740875739007,2.2500930834697737e-08,9.816366601913774e-07
